"","PCode","REGION","DISTRICT","Code_CSREF","STRUCTURE","PCODE2","TYPE","DATE OUVERTURE","NBRE VILLAGE","DISTANCE","ACCESSIBILITE","Source","obs","X2","Y2","Y3"
"498","ML05R08C005","MOPTI","YOUWAROU","ML05R08","GATHI","ML05R08C005","CSCOM","2011",33,45,"OUI","OMS Survey",NA,-4.610928899,15.470444099,NA
"499","ML01R06C010","KAYES","NIORO","ML01R06","GAVINANE","ML01R06C010","CSCOM","2006",6,45,"OUI","OMS Survey",NA,-9.888246529,15.132543974,NA
"500","ML06R05C010","TOMBOUCTOU","NIAFUNKE","ML06R05","GAYE MAOUDE","ML06R05C010","CSCOM","2008",14,25,"OUI","OMS Survey",NA,-3.73527799972,15.8655030002,NA
"501","ML03R08C006","SIKASSO","YANFOLILA","ML03R08","GELELENKORO","ML03R08C006","CSCOM","2004",1,1,"OUI","OMS Survey",NA,-8.520160778,11.145135345,NA
"502","ML03R01C016","SIKASSO","SIKASSO","ML03R01","GLADIE","ML03R01C016","CSCOM","1999",10,122,"OUI","OMS Survey",NA,-6.30114677565,11.1096143414,NA
"503","ML03R09C004","SIKASSO","YOROSSO","ML03R09","GNELE","ML03R09C004","CSCOM","1997",4,0,"OUI","OMS Survey",NA,-4.88537752433,12.0993514712,NA
"504","ML01R06C011","KAYES","NIORO","ML01R06","GOGUI","ML01R06C011","CSCOM","2006",3,68,"OUI","OMS Survey",NA,-9.37700000028,15.5664799999,NA
"505","ML05R04C004","MOPTI","DJENNE","ML05R04","GOMITOGO","ML05R04C004","CSCOM","1997",17,25,"NON","OMS Survey",NA,-4.653595149,13.908835348,NA
"506",NA,"MOPTI","BANKASS","ML05R03","GOMOSSAGOU","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-3.691075,13.779314,NA
"507","ML03R01C017","SIKASSO","SIKASSO","ML03R01","GONGASSO","ML03R01C017","CSCOM","1999",11,1,"OUI","OMS Survey",NA,-5.7897419,11.544813596,NA
"508","ML01R01C017","KAYES","KAYES","ML01R01","GORI - GOPELA","ML01R01C017","CSCOM","1997",5,27,"OUI","OMS Survey",NA,-11.3366046553,14.6139732236,NA
"509","ML01R05C017","KAYES","KITA","ML01R05","GORO","ML01R05C017","CSCOM","2008",12,95,"NON","OMS Survey",NA,-8.93798999986,12.5993200001,NA
"510","ML01R07C008","KAYES","YELIMANE","ML01R07","GORY","ML01R07C008","CSCOM","2002",1,20,"OUI","OMS Survey",NA,-10.757222155,15.104444474,NA
"511","ML06R04C005","TOMBOUCTOU","GOURMA-RHAROUS","ML06R04","GOSSI","ML06R04C005","CSCOM","2002",11,160,"OUI","OMS Survey",NA,-1.287793146,15.8169046,NA
"512","ML03R08C007","SIKASSO","YANFOLILA","ML03R08","GOUALALA","ML03R08C007","CSCOM","2001",7,95,NA,"OMS Survey",NA,-8.234,11.23,NA
"513","ML03R06C010","SIKASSO","KOUTIALA","ML03R06","GOUDIE SOUGOUNA","ML03R06C010","CSCOM","2006",3,20,"NON","OMS Survey",NA,NA,NA,NA
"514",NA,"SIKASSO","Yorosso",NA,"GOUELE","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-4.885378,12.099351,NA
"515","ML04R02C007","SEGOU","BAROUELI","ML04R02","GOUENDO","ML04R02C007","CSCOM","2002",9,115,"OUI","OMS Survey",NA,-6.320418776,12.791665847,NA
"516",NA,"SIKASSO","Kadiolo",NA,"GOUENE","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-5.980813,10.667542,NA
"517","ML02R08C011","KOULIKORO","NARA","ML02R08","GOUMBOU","ML02R08C011","CSCOM","1995",5,28,"OUI","OMS Survey",NA,-6.8859399997,14.7814999997,NA
"518","ML01R01C018","KAYES","KAYES","ML01R01","GOUMERA","ML01R01C018","CSCOM","1999",1,25,"OUI","OMS Survey",NA,-11.29900553,14.556087724,NA
"519","ML06R05C011","TOMBOUCTOU","NIAFUNKE","ML06R05","GOUNAMBOUGOU","ML06R05C011","CSCOM","2006",16,85,"NON","OMS Survey",NA,-3.58393100038,15.9434710002,NA
"520","ML05R02C008","MOPTI","BANDIAGARA","ML05R02","GOUNDAKA","ML05R02C008","CSCOM","2004",11,45,"NON","OMS Survey",NA,-3.945100898,14.494402473,NA
"521","ML06R03C007","TOMBOUCTOU","GOUNDAM","ML06R03","GOUNDAM CENTRAL","ML06R03C007","CSCOM","2005",9,0,"OUI","OMS Survey",NA,-3.664014523,16.412051475,NA
"522","ML06R03C000","TOMBOUCTOU","GOUNDAM","ML06R03","GOUNDAM CSREF","ML06R03C000","CSRef","2005",0,85,NA,"OMS Survey",NA,-3.664014523,16.412051475,NA
"523","ML01R02C011","KAYES","OUSSOUBIDIAGNA","ML01R02","GOUNDARA","ML01R02C011","CSCOM","2008",9,140,"NON","OMS Survey",NA,-10.3572099996,13.92192,NA
"524","ML01R02C012","KAYES","BAFOULABE","ML01R02","GOUNFAN","ML01R02C012","CSCOM","1999",8,52,"NON","OMS Survey",NA,-11.08800878,13.491476973,NA
"525","ML02R01C003","KOULIKORO","KOULIKORO","ML02R01","GOUNI","ML02R01C003","CSCOM","2007",10,2,"OUI","OMS Survey",NA,-7.535277902,12.871944472,NA
"526","ML06R04C000","TOMBOUCTOU","GOURMA-RHAROUS","ML06R04","GOURMA-RHAROUS CSREF","ML06R04C000","CSRef","1996",0,160,NA,"OMS Survey",NA,-1.92306,16.87778,NA
"527","ML03R05C005","SIKASSO","KOLONDIEBA","ML03R05","GOUROKO","ML03R05C005","CSCOM","1996",5,58,"OUI","OMS Survey",NA,-6.99325215129,10.81451522,NA
"528","ML01R03C011","KAYES","DIEMA","ML01R03","GROUMERA","ML01R03C011","CSCOM","2004",8,52,"OUI","OMS Survey",NA,-9.159722278,14.829166474,NA
"529","ML01R03C012","KAYES","DIEMA","ML01R03","GUEDEBINE","ML01R03C012","CSCOM","2001",6,75,"OUI","OMS Survey",NA,-9.397222529,15.129166599,NA
"530","ML02R04C009","KOULIKORO","FANA","ML02R04","GUEGNE","ML02R04C009","CSCOM","2009",5,90,"OUI","OMS Survey",NA,-6.95133999972,12.7444499996,NA
"531",NA,"SIKASSO","Yanfolila",NA,"GUELELENKORO","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-8.520161,11.145135,NA
"532","ML01R05C018","KAYES","KITA","ML01R05","GUEMOUKOURABA","ML01R05C018","CSCOM","2011",4,185,"NON","OMS Survey",NA,-9.320637528,14.259512098,NA
"533","ML03R01C018","SIKASSO","SIKASSO","ML03R01","GUENEBA","ML03R01C018","CSCOM","2010",6,138,"OUI","OMS Survey",NA,-5.87425552525,10.9512697202,NA
"534","ML01R04C009","KAYES","KENIEBA","ML01R04","GUENEGORE","ML01R04C009","CSCOM","2007",9,0,"OUI","OMS Survey",NA,-11.018739405,12.727214222,NA
"535","ML01R05C019","KAYES","KITA","ML01R05","GUENIKORO","ML01R05C019","CSCOM","2001",5,98,"OUI","OMS Survey",NA,-8.72619000031,13.3056300002,NA
"536","ML01R04C010","KAYES","KENIEBA","ML01R04","GUENOUBANTAN","ML01R04C010","CSCOM","2010",6,565,"OUI","OMS Survey",NA,-11.3447500002,13.2587999998,NA
"537","ML02R02C005","KOULIKORO","BANAMBA","ML02R02","GUESSENE","ML02R02C005","CSCOM","2010",9,52,"OUI","OMS Survey",NA,-7.66483999989,13.9997099996,NA
"538","ML01R06C012","KAYES","NIORO","ML01R06","GUETEMA","ML01R06C012","CSCOM","1993",12,15,"OUI","OMS Survey",NA,-9.583313029,15.117112849,NA
"539","ML02R07C003","KOULIKORO","KOLOKANI","ML02R07","GUIHOYO","ML02R07C003","CSCOM","2011",14,27,"OUI","OMS Survey",NA,-8.245349277,13.499330973,NA
"540","ML05R07C006","MOPTI","TENENKOU","ML05R07","GUILE","ML05R07C006","CSCOM","2010",11,25,"NON","OMS Survey",NA,-4.88111111116,14.6097222216,NA
"541","ML05R06C010","MOPTI","KORO","ML05R06","GUINAWALO","ML05R06C010","CSCOM","2006",8,50,"OUI","OMS Survey",NA,-3.36954177292,14.0046566136,NA
"542","ML06R05C012","TOMBOUCTOU","NIAFUNKE","ML06R05","GUINDIGATA NARI","ML06R05C012","CSCOM","2006",12,75,"NON","OMS Survey",NA,-3.68316900013,16.0979549999,NA
"543","ML01R04C011","KAYES","KENIEBA","ML01R04","GUINDINSOU","ML01R04C011","CSCOM","2001",11,60,"NON","OMS Survey",NA,-10.9951700001,12.9985999998,NA
"544","ML02R08C012","KOULIKORO","NARA","ML02R08","GUIRE","ML02R08C012","CSCOM","2011",11,110,"OUI","OMS Survey",NA,-6.693163651,14.637681599,NA
"545","ML01R03C013","KAYES","DIEMA","ML01R03","GUOMITRADOUGOU","ML01R03C013","CSCOM","2006",7,130,"OUI","OMS Survey",NA,-8.30079000016,14.5032300003,NA
"546","ML07R03C010","GAO","BOUREM","ML07R03","HA","ML07R03C010","CSCOM","2010",3,95,NA,"OMS Survey",NA,-0.273201145036,16.6288126265,NA
"547","ML06R02C007","TOMBOUCTOU","DIRE","ML06R02","HAIBONGO","ML06R02C007","CSCOM","2001",12,22,"NON","OMS Survey",NA,-3.245689023,16.2205276,NA
"548",NA,"KAYES","NIORO",NA,"HAMAKE","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition","Non localise",NA,NA,NA
"549","ML07R01C011","GAO","GAO","ML07R01","HAMAKOULADJI","ML07R01C011","CSCOM","2000",4,50,"OUI","OMS Survey",NA,-0.113263999953,16.6105210003,NA
"550","ML03R06C011","SIKASSO","KOUTIALA","ML03R06","HAMDALAYE","ML03R06C011","CSCOM","1998",3,10,NA,"OMS Survey",NA,-5.469176,12.382318,NA
"551","ML03R01C019","SIKASSO","SIKASSO","ML03R01","HAMDALLAYE SIKASSO","ML03R01C019","CSCOM","1997",9,5,"OUI","OMS Survey",NA,-5.701,11.3,NA
"552","ML01R07C009","KAYES","YELIMANE","ML01R07","HAMDALLAYE YELIMANE","ML01R07C009","CSCOM","2006",3,95,"NON","OMS Survey",NA,-10.2529487793,15.1966794741,NA
"553","ML06R04C006","TOMBOUCTOU","GOURMA-RHAROUS","ML06R04","HAMZAKOMA","ML06R04C006","CSCOM","2009",17,75,"OUI","OMS Survey",NA,-2.24907000037,16.4482300002,NA
"554",NA,"TOMBOUCTOU","Goundam",NA,"HANGABERA","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-3.72602,16.587391,NA
"555","ML07R01C012","GAO","GAO","ML07R01","HAOUSSA FOULANE","ML07R01C012","CSCOM","2004",3,45,"OUI","OMS Survey",NA,0.131412105000038,15.98857285,NA
"556","ML06R04C007","TOMBOUCTOU","GOURMA-RHAROUS","ML06R04","HARIBOMO","ML06R04C007","CSCOM","2006",27,175,"OUI","OMS Survey",NA,-2.63557236247,16.26273,NA
"557","ML07R02C005","GAO","ANSONGO","ML07R02","HERBA - KOUSOUM","ML07R02C005","CSCOM","2007",3,100,NA,"OMS Survey",NA,0.533535105715487,15.5245897299,NA
"558","ML02R06C004","KOULIKORO","KATI","ML02R06","HEREMAKONON","ML02R06C004","CSCOM","2003",3,34,"OUI","OMS Survey",NA,-7.92777777828,12.3158333333,NA
"559","ML05R05C007","MOPTI","DOUENTZA","ML05R05","HOMBORI","ML05R05C007","CSCOM","1997",23,150,"OUI","OMS Survey",NA,-1.700118896,15.276711224,NA
"560","ML06R01C011","TOMBOUCTOU","TOMBOUCTOU","ML06R01","HONDOUBOMO KOINA","ML06R01C011","CSCOM","2003",4,18,"OUI","OMS Survey",NA,-2.43410999969,16.9476899997,NA
"561","ML07H01H001","GAO","GAO","ML07H01","HOPITAL DE GAO","ML07H01H001","Hôpital","2003",0,0,NA,"OMS Survey",NA,-0.0385693868109,16.2664392028,NA
"562","ML02H01U001","KOULIKORO","KATI","ML02H01","HOPITAL DE KATI","ML02H01U001","Hôpital","2011",0,0,NA,"OMS Survey",NA,-8.05018000005,12.7168399996,NA
"563","ML05H02H002","MOPTI","MOPTI","ML05H02","Hôpital de SEVARE","ML05H02H002","Hôpital","2011",0,0,NA,"OMS Survey",NA,-4.09344,14.52742,NA
"564","ML03H01H001","SIKASSO","SIKASSO","ML03H01","HOPITAL DE SIKASSO","ML03H01H001","Hôpital","2010",0,0,NA,"OMS Survey",NA,-5.66654,11.31755,NA
"565","ML06H01H001","TOMBOUCTOU","TOMBOUCTOU","ML06H01","HOPITAL de TOMBOUCTOU","ML06H01H001","Hôpital","1992",0,0,NA,"OMS Survey",NA,-3.00742,16.77348,NA
"566","ML08H06U005","BAMAKO","COMMUNE6","ML08H06","HOPITAL du MALI","ML08H06U005","Hôpital","2011",0,0,NA,"OMS Survey",NA,-7.90920000016,12.63035,NA
"567","ML01H01H001","KAYES","KAYES","ML01H01","HOPITAL FOUSSEYNI DAOU","ML01H01H001","Hôpital","2003",0,0,NA,"OMS Survey",NA,-11.425543,14.433267,NA
"568","ML08H04H002","BAMAKO","COMMUNE4","ML08H04","Hôpital MALI GAVARDO","ML08H04H002","Hôpital","2011",0,0,NA,"OMS Survey",NA,-8.05005000036,12.5834099996,NA
"569","ML08H04H001","BAMAKO","COMMUNE4","ML08H04","Hôpital Mère et Enfant","ML08H04H001","Hôpital","1998",0,0,NA,"OMS Survey",NA,-8.02206999993,12.6491800004,NA
"570",NA,"SEGOU","Segou",NA,"HOPITAL REGIONAL SEGOU","0","Hôpital",NA,NA,NA,NA,"Cluster Nutrition",NA,-6.268655,13.44288,NA
"571","ML05H02H001","MOPTI","MOPTI","ML05H01","Hôpital SOMINO DOLO","ML05H02H001","Hôpital","1958",0,0,NA,"OMS Survey",NA,NA,NA,NA
"572","ML07R02C006","GAO","ANSONGO","ML07R02","HOURARA","ML07R02C006","CSCOM","2007",6,20,"OUI","OMS Survey",NA,0.395910000000321,15.10595,NA
"573","ML05R02C009","MOPTI","BANDIAGARA","ML05R02","IBY-AMATO","ML05R02C009","CSCOM","2008",8,30,"OUI","OMS Survey",NA,-3.26574000033,14.47199,NA
"574","ML07R03C011","GAO","BOUREM","ML07R03","IMILACHE","ML07R03C011","CSCOM","1999",4,250,"OUI","OMS Survey",NA,-0.885887035852,17.8225948627,NA
"575",NA,"GAO","Gao",NA,"IMNAGUEL","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition","Non localise",NA,NA,NA
"576","ML06R04C008","TOMBOUCTOU","GOURMA-RHAROUS","ML06R04","INADIATAFANE","ML06R04C008","CSCOM","1999",3,35,"OUI","OMS Survey",NA,-2.156111022,15.643333475,NA
"577",NA,"KIDAL","TESSALIT","ML09R03","INAFAKEL","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,0.894166667,19.00194444,NA
"578",NA,"KIDAL","TESSALIT","ML09R03","INAMZIL","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,0.7351,19.4548,NA
"579","ML07R04C003","GAO","MENAKA","ML07R04","INCHINANANE","ML07R04C003","CSCOM","2002",12,160,"OUI","OMS Survey",NA,3.05606999974307,16.2486800002,NA
"580","ML07R02C007","GAO","ANSONGO","ML07R02","INDELI0ANE","ML07R02C007","CSCOM","2010",15,120,"OUI","OMS Survey",NA,1.0438799995573,16.1306799999,NA
"581","ML07R04C004","GAO","MENAKA","ML07R04","INEKAR","ML07R04C004","CSCOM","2007",9,100,"OUI","OMS Survey",NA,3.15777148300003,15.9389756,NA
"582","ML07R04C005","GAO","MENAKA","ML07R04","INTADEYNI","ML07R04C005","CSCOM","2000",6,35,"NON","OMS Survey",NA,2.50747000018495,16.2838700004,NA
"583","ML08H03U003","BAMAKO","COMMUNE3","ML08H03","IOTA","ML08H03U003","Hôpital","1953",0,0,NA,"OMS Survey",NA,-7.99407000031,12.6519999996,NA
"584","ML05R02C010","MOPTI","BANDIAGARA","ML05R02","IRELI","ML05R02C010","CSCOM","2000",15,62,"OUI","OMS Survey",NA,-3.40491000003,14.3374899999,NA
"585","ML06R03C008","TOMBOUCTOU","GOUNDAM","ML06R03","ISSA BERRY","ML06R03C008","CSCOM","2008",1,55,"OUI","OMS Survey",NA,-4.46571683791,17.6743349496,NA
"586","ML06R01C012","TOMBOUCTOU","TOMBOUCTOU","ML06R01","ISSA FAYE","ML06R01C012","CSCOM","1999",9,35,"OUI","OMS Survey",NA,-3.18075100036,16.6287960002,NA
"587","ML03R05C006","SIKASSO","KOLONDIEBA","ML03R05","KAARA","ML03R05C006","CSCOM","1994",9,48,"OUI","OMS Survey",NA,-6.713,11.3,NA
"588",NA,"TOMBOUCTOU","Dire",NA,"KABAIKA (NF)","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-3.160191,16.167723,NA
"589","ML02R06C023","KOULIKORO","KATI","ML02R06","KABALABOUGOU","ML02R06C023","CSCOM","2003",1,25,"OUI","OMS Survey",NA,-7.94361000036,12.4956499996,NA
"590","ML06R01C013","TOMBOUCTOU","TOMBOUCTOU","ML06R01","KABARA","ML06R01C013","CSCOM","1999",4,7,"OUI","OMS Survey",NA,-2.99189211543,16.721196921,NA
"591","ML03R01C020","SIKASSO","SIKASSO","ML03R01","KABARASSO","ML03R01C020","CSCOM","1999",12,75,NA,"OMS Survey",NA,-5.93729565,12.007731221,NA
"592","ML03R04C002","SIKASSO","KIGNAN","ML03R04","KABARASSO","ML03R04C002","CSCOM","1999",12,1,"OUI","OMS Survey",NA,-5.93729565,12.007731221,NA
"593","ML01R05C020","KAYES","KITA","ML01R05","KABELEA","ML01R05C020","CSCOM","2009",4,230,"OUI","OMS Survey",NA,-9.83756999961,12.1814700003,NA
"594","ML03R01C021","SIKASSO","SIKASSO","ML03R01","KABOILA","ML03R01C021","CSCOM","2002",6,12,"OUI","OMS Survey",NA,-5.6336209,11.21047497,NA
"595","ML05R07C007","MOPTI","TENENKOU","ML05R07","KADIAL","ML05R07C007","CSCOM","1997",10,75,"NON","OMS Survey",NA,-4.36800000013,14.6343499999,NA
"596","ML03R05C007","SIKASSO","KOLONDIEBA","ML03R05","KADIANA","ML03R05C007","CSCOM","1998",22,60,"OUI","OMS Survey",NA,-6.50426215084,10.750219595,NA
"597","ML03R03C005","SIKASSO","KADIOLO","ML03R03","KADIOLO CENTRAL","ML03R03C005","CSCOM","2005",16,1,"OUI","OMS Survey",NA,-5.7621084,10.552180845,NA
"598","ML03R03C000","SIKASSO","KADIOLO","ML03R03","KADIOLO CSREF","ML03R03C000","CSRef","1999",0,110,NA,"OMS Survey",NA,-5.7621084,10.552180845,NA
"599","ML03R01C022","SIKASSO","SIKASSO","ML03R01","KAFANA","ML03R01C022","CSCOM","1996",9,68,"NON","OMS Survey",NA,-6.1369609,11.5122633657,NA
"600","ML03R01C023","SIKASSO","SIKASSO","ML03R01","KAFOUZIELA","ML03R01C023","CSCOM","1999",6,20,"OUI","OMS Survey",NA,-5.61027765,11.4380559984,NA
"601","ML01R05C021","KAYES","KITA","ML01R05","KAGORO-MOUNTAN","ML01R05C021","CSCOM","2002",6,165,"OUI","OMS Survey",NA,-9.51557999998,14.1461300004,NA
"602","ML03R03C006","SIKASSO","KADIOLO","ML03R03","KAI","ML03R03C006","CSCOM","1994",8,75,"OUI","OMS Survey",NA,-5.69880915,10.968491595,NA
"603","ML07R02C008","GAO","ANSONGO","ML07R02","KAIDJOUROUTANE","ML07R02C008","CSCOM","2011",11,1,"NON","OMS Survey",NA,-0.330629999632,15.3282799999,NA
"604","ML01R01C019","KAYES","KAYES","ML01R01","KAKADIAN","ML01R01C019","CSCOM","2006",5,125,"OUI","OMS Survey",NA,-11.8487200004,14.0100800003,NA
"605","ML05R01C006","MOPTI","MOPTI","ML05R01","KAKAGNA","ML05R01C006","CSCOM","2001",8,54,"NON","OMS Survey",NA,-4.30247000042,14.8976799998,NA
"606","ML08R04C010","BAMAKO","COMMUNE4","ML08R04","KALABANBOUGOU","ML08R04C010","CSCOM","2011",2021,6,"OUI","OMS Survey",NA,-8.05008999964,12.5667300002,NA
"607",NA,"KOULIKORO","Kati",NA,"KALABANCORO","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-8.029283,12.569252,NA
"608","ML04R02C008","SEGOU","BAROUELI","ML04R02","KALAKE","ML04R02C008","CSCOM","2002",10,12,"OUI","OMS Survey",NA,-6.856107776,12.968082097,NA
"609","ML03R08C008","SIKASSO","YANFOLILA","ML03R08","KALANA","ML03R08C008","CSCOM","2009",5,22,"OUI","OMS Survey",NA,-8.196317027,10.78641122,NA
"610","ML02R06C024","KOULIKORO","KATI","ML02R06","KALIFABOUGOU","ML02R06C024","CSCOM","2002",14,35,"OUI","OMS Survey",NA,-8.18944501842,13.0693901677,NA
"611",NA,"KOULIKORO","Nara",NA,"KALOUMBA","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-7.497587,14.857091,NA
"612","ML02R03C008","KOULIKORO","DIOILA","ML02R03","KAMABOUGOU","ML02R03C008","CSCOM","2010",5,83,"OUI","OMS Survey",NA,-6.78136000013,12.54566,NA
"613","ML02R01C004","KOULIKORO","KOULIKORO","ML02R01","KAMANI","ML02R01C004","CSCOM","2009",6,1,"OUI","OMS Survey",NA,-7.08942999987,13.1332099996,NA
"614","ML05R02C011","MOPTI","BANDIAGARA","ML05R02","KAMBA","ML05R02C011","CSCOM","2008",9,15,NA,"OMS Survey",NA,-3.4224899996,14.4051799997,NA
"615","ML02R06C025","KOULIKORO","KATI","ML02R06","KANADJIGUILA","ML02R06C025","CSCOM","2006",1,20,"OUI","OMS Survey",NA,-8.08611111123,12.5683333333,NA
"616",NA,"TOMBOUCTOU","Goundam",NA,"KANAYE","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-3.597292,16.422016,NA
"617","ML02R05C003","KOULIKORO","KANGABA","ML02R05","KANGABA CENT0AL","ML02R05C003","CSCOM","2002",8,1,"NON","OMS Survey",NA,-8.411233028,11.939724471,NA
"618","ML02R05C000","KOULIKORO","KANGABA","ML02R05","KANGABA CSREF","ML02R05C000","CSRef","2011",0,95,NA,"OMS Survey",NA,-8.411233028,11.939724471,NA
"619","ML03R07C004","SIKASSO","SELINGUE","ML03R07","KANGARE","ML03R07C004","CSCOM","1999",12,3,"NON","OMS Survey",NA,-8.201047902,11.6412432622,NA
"620","ML01R07C010","KAYES","YELIMANE","ML01R07","KANGUESSANOU","ML01R07C010","CSCOM","2001",4,35,"NON","OMS Survey",NA,-10.5953209046,14.8831394738,NA
"621","ML05R03C009","MOPTI","BANKASS","ML05R03","KANI - BONZON","ML05R03C009","CSCOM","1998",11,1,"OUI","OMS Survey",NA,-3.633556648,14.133238348,NA
"622","ML04R07C009","SEGOU","SAN","ML04R07","KANIEGUE","ML04R07C009","CSCOM","2005",20,60,"NON","OMS Survey",NA,-5.02057000007,12.9467700004,NA
"623","ML05R02C012","MOPTI","BANDIAGARA","ML05R02","KANI-GOGOUNA","ML05R02C012","CSCOM","1999",43,45,"OUI","OMS Survey",NA,-3.393029898,14.562149974,NA
"624","ML05R05C008","MOPTI","DOUENTZA","ML05R05","KANIOUME","ML05R05C008","CSCOM","2008",8,50,"OUI","OMS Survey",NA,-3.04497000017,15.77921,NA
"625","ML05R04C005","MOPTI","DJENNE","ML05R04","KAOURAL - Ben KADI","ML05R04C005","CSCOM","1994",23,55,"NON","OMS Survey",NA,-4.21672611108,14.0167249998,NA
"626","ML03R01C024","SIKASSO","SIKASSO","ML03R01","KAPALA","ML03R01C024","CSCOM","2003",1,39,"OUI","OMS Survey",NA,-5.7211289,11.114685595,NA
"627","ML04R04C002","SEGOU","MACINA","ML04R04","KARA","ML04R04C002","CSCOM","2001",7,25,"NON","OMS Survey",NA,-5.55821999985,13.8743900003,NA
"628","ML04R07C010","SEGOU","SAN","ML04R07","KARABA","ML04R07C010","CSCOM","1998",17,40,"NON","OMS Survey",NA,-4.894444524,12.916944472,NA
"629","ML07R03C012","GAO","BOUREM","ML07R03","KARABASSANE","ML07R03C012","CSCOM","2010",7,50,"OUI","OMS Survey",NA,-0.362222221937,16.8655555558,NA
"630","ML03R06C012","SIKASSO","KOUTIALA","ML03R06","KARAGOUANA","ML03R06C012","CSCOM","2001",1,64,"OUI","OMS Survey",NA,-5.761944275,12.566389097,NA
"631","ML05R06C011","MOPTI","KORO","ML05R06","KARAKINDE","ML05R06C011","CSCOM","2005",9,60,"OUI","OMS Survey",NA,-2.92388999968,14.3659299997,NA
"632","ML02R05C004","KOULIKORO","KANGABA","ML02R05","KARAN","ML02R05C004","CSCOM","1997",4,45,"NON","OMS Survey",NA,-8.525721653,12.129199721,NA
"633","ML03R09C005","SIKASSO","YOROSSO","ML03R09","KARANGANA","ML03R09C005","CSCOM","1988",9,45,"OUI","OMS Survey",NA,-5.038154524,12.218842721,NA
"634","ML03R01C025","SIKASSO","SIKASSO","ML03R01","KARANGASSO","ML03R01C025","CSCOM","2010",2,35,"OUI","OMS Survey",NA,-6.2658588414,11.4618350618,NA
"635","ML03R06C013","SIKASSO","KOUTIALA","ML03R06","KARANGASSO","ML03R06C013","CSCOM","2002",5,2,NA,"OMS Survey",NA,-5.25680015,12.279598221,NA
"636","ML02R08C013","KOULIKORO","NARA","ML02R08","KARFABOUGOU","ML02R08C013","CSCOM","2011",8,155,"OUI","OMS Survey",NA,-7.95385999963,14.4316499998,NA
"637","ML05R02C013","MOPTI","BANDIAGARA","ML05R02","KARGUE","ML05R02C013","CSCOM","2003",29,113,"NON","OMS Survey",NA,-3.814884148,14.791931099,NA
"638","ML01R04C012","KAYES","KENIEBA","ML01R04","KASSAMA","ML01R04C012","CSCOM","2008",16,45,"OUI","OMS Survey",NA,-11.121507655,13.053415347,NA
"639","ML01R05C022","KAYES","KITA","ML01R05","KASSARO","ML01R05C022","CSCOM","1999",16,73,"OUI","OMS Survey",NA,-8.881685028,12.951627972,NA
"640","ML04R07C011","SEGOU","SAN","ML04R07","KASSOROLA","ML04R07C011","CSCOM","1999",23,65,"OUI","OMS Survey",NA,-4.89877999993,12.7028299999,NA
"641",NA,"SIKASSO","Kadiolo",NA,"KATELE","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-5.61718,10.628559,NA
"642","ML02R06C026","KOULIKORO","KATI","ML02R06","KATI COCO","ML02R06C026","CSCOM","2005",4,0,"OUI","OMS Survey",NA,-8.05009999969,12.7045300001,NA
"643","ML02R06C000","KOULIKORO","KATI","ML02R06","KATI CSREF","ML02R06C000","CSRef","2011",0,2,NA,"OMS Survey",NA,-8.05009999969,12.7045300001,NA
"644","ML03R03C007","SIKASSO","KADIOLO","ML03R03","KATIELE","ML03R03C007","CSCOM","2001",3,65,"OUI","OMS Survey",NA,-6.025,10.26,NA
"645","ML04R01C011","SEGOU","SEGOU","ML04R01","KATIENA","ML04R01C011","CSCOM","1995",23,85,"OUI","OMS Survey",NA,-5.64188365,13.318617222,NA
"646","ML01R01C020","KAYES","KAYES","ML01R01","KAYES - KHASSO","ML01R01C020","CSCOM","1995",5,2,"OUI","OMS Survey",NA,-11.4315421397,14.4494428621,NA
"647","ML01R01C000","KAYES","KAYES","ML01R01","KAYES CSREF","ML01R01C000","CSRef","2011",0,3,NA,"OMS Survey",NA,-11.4336653162,14.4417336997,NA
"648","ML01R01C021","KAYES","KAYES","ML01R01","KAYES LAFIABOUGOU","ML01R01C021","CSCOM","2004",1,2,"OUI","OMS Survey",NA,-11.4430218216,14.4394077703,NA
"649","ML01R01C022","KAYES","KAYES","ML01R01","KAYES LIBERTE","ML01R01C022","CSCOM","2011",11,35,"OUI","OMS Survey",NA,-11.4336653162,14.4417336997,NA
"650","ML01R01C023","KAYES","KAYES","ML01R01","KAYES NDI","ML01R01C023","CSCOM","1996",13,2,"NON","OMS Survey",NA,-11.4414322804,14.4578483484,NA
